0,"('guard', 'uncle')",0.1717243790626526,"('guard', 'incest')",-0.11941331624984741
1,"('workers', 'teacher')",0.04427429661154747,"('workers', 'experiment')",-0.09977798163890839
2,"('liberal', 'attorney')",0.23406732082366943,"('liberal', 'listing')",-0.10189932584762573
3,"('beef', 'principal')",0.13821688294410706,"('beef', 'studio')",0.03727834299206734
4,"('girls', 'coach')",0.2933615744113922,"('girls', 'convention')",-0.2643320560455322
5,"('governance', 'daughters')",-0.0980575904250145,"('governance', 'boat')",-0.17786872386932373
6,"('lady', 'commanders')",0.1249508187174797,"('lady', 'factors')",-0.1910325586795807
7,"('tourists', 'parent')",0.005909182131290436,"('tourists', 'switches')",0.04508829861879349
8,"('bird', 'viewers')",0.06863255798816681,"('bird', 'needs')",-0.0158392284065485
9,"('individual', 'scholars')",0.010561851784586906,"('individual', 'hotel')",-0.21493488550186157
10,"('prisoners', 'couple')",0.19716377556324005,"('prisoners', 'head')",0.15487851202487946
11,"('musicians', 'elite')",0.3149414360523224,"('musicians', 'technique')",0.25984400510787964
12,"('commanders', 'swan')",-0.2068377137184143,"('commanders', 'faith')",0.06405811011791229
13,"('bully', 'confessor')",0.44730108976364136,"('bully', 'tracer')",0.369658887386322
14,"('shopkeeper', 'militarist')",0.23778203129768372,"('shopkeeper', 'canyon')",0.13316240906715393
15,"('fishermen', 'catcher')",0.13140355050563812,"('fishermen', 'social')",-0.012518759816884995
16,"('dispenser', 'banker')",0.2080860733985901,"('dispenser', 'malady')",0.2710854411125183
17,"('landlord', 'boss')",0.3714434504508972,"('landlord', 'club')",0.20567375421524048
18,"('council', 'sister')",-0.04376314580440521,"('council', 'radius')",0.0089358389377594
19,"('eyewitness', 'referent')",0.16563937067985535,"('eyewitness', 'death')",0.2245691418647766
20,"('junior', 'misses')",0.14987967908382416,"('junior', 'result')",-0.10976852476596832
21,"('shipmates', 'pilot')",0.23568210005760193,"('shipmates', 'denial')",0.20817053318023682
22,"('buyer', 'astronomer')",-0.023559121415019035,"('buyer', 'collaboration')",0.15435108542442322
23,"('grandfathers', 'salesman')",0.12257575988769531,"('grandfathers', 'greetings')",0.11914495378732681
24,"('stewardess', 'alcoholics')",0.264495313167572,"('stewardess', 'hospitality')",0.27385765314102173
25,"('nurse', 'builder')",0.293657511472702,"('nurse', 'phonology')",-0.09533494710922241
26,"('racist', 'student')",0.16540512442588806,"('racist', 'bar')",-0.16795572638511658
27,"('celebrity', 'humorist')",0.3915565609931946,"('celebrity', 'tradition')",-0.0015134215354919434
28,"('nationals', 'bishop')",0.1937987208366394,"('nationals', 'economy')",0.3236652612686157
29,"('artist', 'householder')",0.2922114431858063,"('artist', 'margins')",-0.1834706962108612
30,"('customer', 'retailers')",0.36589065194129944,"('customer', 'cake')",0.07389530539512634
31,"('giant', 'female')",0.2602563500404358,"('giant', 'foot')",0.27879664301872253
32,"('controller', 'craftsman')",0.16681256890296936,"('controller', 'essays')",-0.041230931878089905
33,"('poets', 'sardines')",0.16472196578979492,"('poets', 'honour')",0.2629355788230896
34,"('youths', 'purist')",0.275725781917572,"('youths', 'fashion')",0.06341340392827988
35,"('instructor', 'police')",0.3297363221645355,"('instructor', 'departure')",0.2257784754037857
36,"('graduate', 'farmer')",0.1621040552854538,"('graduate', 'plane')",-0.015886113047599792
37,"('dancers', 'sea')",-0.1168266013264656,"('dancers', 'arcades')",0.17873722314834595
38,"('suffrage', 'cosmology')",0.027109045535326004,"('suffrage', 'peoples')",0.05177335813641548
39,"('definition', 'protest')",-0.13135874271392822,"('definition', 'fish')",-0.14825686812400818
40,"('portrait', 'status')",0.013816162943840027,"('portrait', 'commentators')",-0.05550796166062355
41,"('timber', 'formation')",0.12407489120960236,"('timber', 'partner')",-0.006048917770385742
42,"('chronicle', 'vectors')",-0.23505127429962158,"('chronicle', 'communists')",-0.07340069115161896
43,"('policies', 'panel')",0.1615106612443924,"('policies', 'peasant')",0.1738564670085907
44,"('discrimination', 'money')",0.31503456830978394,"('discrimination', 'master')",-0.07896997779607773
45,"('management', 'developments')",0.15567229688167572,"('management', 'mother')",-0.19137105345726013
46,"('coal', 'octave')",-0.009158534929156303,"('coal', 'dolphin')",0.33151382207870483
47,"('names', 'stick')",0.03188195079565048,"('names', 'sons')",0.3141394853591919
48,"('thesis', 'boards')",0.16842882335186005,"('thesis', 'wife')",0.24883770942687988
49,"('chambers', 'pans')",0.2843015789985657,"('chambers', 'veterans')",-0.03817816823720932
50,"('corruption', 'suffrage')",0.23131301999092102,"('corruption', 'dealer')",-0.023838233202695847
51,"('specimen', 'wakefulness')",0.2412223219871521,"('specimen', 'tiger')",0.16902771592140198
52,"('engraving', 'class')",-0.06356213986873627,"('engraving', 'neighbor')",0.08991259336471558
53,"('outrages', 'menu')",0.12863916158676147,"('outrages', 'lifeguard')",0.6542741656303406
54,"('contentment', 'appointment')",-0.004118913784623146,"('contentment', 'sociologist')",0.32601815462112427
55,"('meantime', 'lips')",0.08779681473970413,"('meantime', 'sinner')",0.2084013968706131
56,"('siren', 'lemon')",0.26557064056396484,"('siren', 'postmaster')",0.2957424223423004
57,"('helicopter', 'findings')",-0.20458486676216125,"('helicopter', 'developer')",0.186551034450531
58,"('application', 'existence')",0.35000354051589966,"('application', 'amateur')",0.18709376454353333
59,"('orchestra', 'country')",-0.00046243518590927124,"('orchestra', 'senator')",0.07652738690376282
60,"('agreement', 'limit')",0.17918916046619415,"('agreement', 'liberals')",0.2159576267004013
61,"('defeats', 'criterion')",-0.21666423976421356,"('defeats', 'merchants')",0.2202511876821518
62,"('sequence', 'lingerie')",-0.05684012547135353,"('sequence', 'intruders')",-0.009884970262646675
63,"('hope', 'press')",0.12451276928186417,"('hope', 'cobbler')",0.17136812210083008
64,"('game', 'risk')",0.1430433690547943,"('game', 'reporter')",0.08367225527763367
65,"('cigarette', 'lounge')",0.556372344493866,"('cigarette', 'owner')",0.29050105810165405
66,"('handwriting', 'music')",0.20321351289749146,"('handwriting', 'millionaire')",0.02016983926296234
67,"('benefits', 'month')",0.04900698363780975,"('benefits', 'princess')",-0.27257677912712097
68,"('night', 'airplane')",0.2573373317718506,"('night', 'pianist')",0.03191583231091499
69,"('winter', 'town')",0.24832090735435486,"('winter', 'planner')",-0.07866313308477402
70,"('taint', 'membrane')",0.11469627171754837,"('taint', 'civilian')",-0.01650714874267578
71,"('access', 'explorations')",0.13690173625946045,"('access', 'analyst')",0.005300480872392654
72,"('milligrams', 'tape')",0.16617095470428467,"('milligrams', 'planters')",0.12174724787473679
73,"('beginning', 'ear')",-0.009631384164094925,"('beginning', 'champions')",0.24397340416908264
